208500 1:60.00 2:65.00 3:8450.00 4:2003.00 5:196.00 6:706.00 7:150.00 8:854.00 9:1.00
153000 1:20.00 2:64.00 3:8712.00 4:2000.00 5:0.00 6:860.00 7:132.00 8:0.00 9:1.00
180000 1:60.00 2:63.00 3:7875.00 4:2003.00 5:0.00 6:0.00 7:783.00 8:702.00 9:0.00
240000 1:20.00 2:50.00 3:14859.00 4:2006.00 5:27.00 6:0.00 7:1670.00 8:0.00 9:0.00
128000 1:20.00 2:80.00 3:9920.00 4:1954.00 5:110.00 6:354.00 7:412.00 8:0.00 9:1.00
255000 1:20.00 2:116.00 3:13501.00 4:2006.00 5:208.00 6:63.00 7:1560.00 8:0.00 9:1.00
250000 1:50.00 2:86.00 3:11500.00 4:1987.00 5:0.00 6:223.00 7:794.00 8:1037.00 9:0.00
174000 1:60.00 2:149.00 3:12589.00 4:2005.00 5:0.00 6:0.00 7:742.00 8:742.00 9:0.00
154300 1:90.00 2:80.00 3:11600.00 4:1960.00 5:361.00 6:443.00 7:662.00 8:1169.00 9:0.00
88000 1:30.00 2:51.00 3:6120.00 4:1950.00 5:0.00 6:489.00 7:279.00 8:0.00 9:0.00
145000 1:90.00 2:82.00 3:6270.00 4:1950.00 5:0.00 6:284.00 7:717.00 8:1001.00 9:0.00
173733 1:160.00 2:30.00 3:3000.00 4:2009.00 5:76.00 6:294.00 7:318.00 8:612.00 9:0.00
75000 1:160.00 2:21.00 3:2001.00 4:1970.00 5:80.00 6:0.00 7:546.00 8:546.00 9:0.00
35311 1:20.00 2:50.00 3:9000.00 4:1950.00 5:0.00 6:50.00 7:430.00 8:0.00 9:1.00
238000 1:60.00 2:103.00 3:13125.00 4:1991.00 5:0.00 6:48.00 7:422.00 8:1215.00 9:1.00
176500 1:20.00 2:87.00 3:11029.00 4:2002.00 5:0.00 6:528.00 7:245.00 8:0.00 9:1.00
201000 1:60.00 2:70.00 3:8462.00 4:1994.00 5:105.00 6:814.00 7:114.00 8:785.00 9:0.00
169990 1:20.00 2:65.00 3:10237.00 4:2006.00 5:0.00 6:28.00 7:1288.00 8:0.00 9:0.00
193000 1:120.00 2:50.00 3:8012.00 4:1994.00 5:0.00 6:165.00 7:598.00 8:0.00 9:1.00
207500 1:20.00 2:79.00 3:10240.00 4:1980.00 5:157.00 6:625.00 7:0.00 8:0.00 9:1.00
285000 1:60.00 2:93.00 3:11999.00 4:2004.00 5:340.00 6:0.00 7:1181.00 8:1140.00 9:0.00
201000 1:20.00 2:73.00 3:8925.00 4:2007.00 5:0.00 6:16.00 7:1450.00 8:0.00 9:0.00
117500 1:20.00 2:70.00 3:9100.00 4:1965.00 5:0.00 6:338.00 7:121.00 8:0.00 9:0.00
320000 1:20.00 2:84.00 3:11670.00 4:2006.00 5:302.00 6:0.00 7:1905.00 8:0.00 9:0.00
190000 1:20.00 2:63.00 3:8487.00 4:2004.00 5:210.00 6:20.00 7:1480.00 8:0.00 9:0.00
242000 1:20.00 2:313.00 3:27650.00 4:2007.00 5:0.00 6:425.00 7:160.00 8:0.00 9:1.00
79900 1:30.00 2:52.00 3:5825.00 4:1953.00 5:108.00 6:0.00 7:600.00 8:0.00 9:0.00
253000 1:60.00 2:75.00 3:9675.00 4:2005.00 5:0.00 6:341.00 7:772.00 8:858.00 9:0.00
239799 1:60.00 2:73.00 3:8760.00 4:2006.00 5:0.00 6:464.00 7:927.00 8:571.00 9:0.00
150900 1:90.00 2:55.00 3:12640.00 4:1976.00 5:0.00 6:936.00 7:396.00 8:0.00 9:0.00
143000 1:90.00 2:100.00 3:25000.00 4:1967.00 5:0.00 6:0.00 7:1632.00 8:0.00 9:0.00
124900 1:50.00 2:98.00 3:8820.00 4:1996.00 5:0.00 6:1088.00 7:0.00 8:561.00 9:0.00
143000 1:80.00 2:70.00 3:8163.00 4:1959.00 5:128.00 6:748.00 7:102.00 8:0.00 9:1.00
270000 1:20.00 2:85.00 3:14536.00 4:2003.00 5:236.00 6:1300.00 7:316.00 8:0.00 9:1.00
192500 1:60.00 2:65.00 3:14006.00 4:2002.00 5:144.00 6:0.00 7:936.00 8:840.00 9:0.00
197500 1:20.00 2:78.00 3:9360.00 4:2006.00 5:0.00 6:982.00 7:179.00 8:0.00 9:1.00
129000 1:20.00 2:60.00 3:7200.00 4:2002.00 5:0.00 6:398.00 7:317.00 8:0.00 9:1.00
119900 1:20.00 2:60.00 3:7800.00 4:1965.00 5:0.00 6:641.00 7:187.00 8:0.00 9:1.00
133900 1:85.00 2:60.00 3:7200.00 4:2003.00 5:0.00 6:660.00 7:108.00 8:0.00 9:0.00
145000 1:90.00 2:82.00 3:7136.00 4:1950.00 5:423.00 6:484.00 7:495.00 8:979.00 9:0.00
124000 1:160.00 2:24.00 3:1300.00 4:1980.00 5:0.00 6:285.00 7:276.00 8:668.00 9:0.00
132000 1:20.00 2:70.00 3:7420.00 4:1962.00 5:0.00 6:417.00 7:640.00 8:0.00 9:0.00
185000 1:20.00 2:65.00 3:8450.00 4:2003.00 5:0.00 6:699.00 7:638.00 8:0.00 9:1.00
155000 1:160.00 2:24.00 3:2572.00 4:1999.00 5:0.00 6:604.00 7:92.00 8:720.00 9:1.00
155000 1:160.00 2:24.00 3:2308.00 4:1976.00 5:0.00 6:556.00 7:248.00 8:744.00 9:1.00
239000 1:20.00 2:122.00 3:11923.00 4:2007.00 5:0.00 6:0.00 7:1800.00 8:0.00 9:0.00
214900 1:60.00 2:80.00 3:11316.00 4:2003.00 5:44.00 6:624.00 7:193.00 8:1070.00 9:1.00
178900 1:60.00 2:65.00 3:10237.00 4:2007.00 5:0.00 6:0.00 7:783.00 8:701.00 9:0.00
160000 1:50.00 2:130.00 3:9600.00 4:1950.00 5:0.00 6:428.00 7:300.00 8:332.00 9:1.00
140000 1:190.00 2:75.00 3:10382.00 4:1958.00 5:105.00 6:513.00 7:75.00 8:0.00 9:1.00
173000 1:160.00 2:36.00 3:2268.00 4:2004.00 5:106.00 6:567.00 7:197.00 8:862.00 9:0.00
99500 1:120.00 2:55.00 3:7892.00 4:1979.00 5:0.00 6:0.00 7:918.00 8:0.00 9:0.00
167500 1:70.00 2:60.00 3:11414.00 4:1993.00 5:0.00 6:0.00 7:728.00 8:883.00 9:0.00
110000 1:20.00 2:68.00 3:9450.00 4:1954.00 5:0.00 6:552.00 7:342.00 8:0.00 9:0.00
139000 1:20.00 2:80.00 3:8816.00 4:1963.00 5:0.00 6:651.00 7:470.00 8:0.00 9:1.00
336000 1:60.00 2:98.00 3:12203.00 4:1999.00 5:975.00 6:854.00 7:371.00 8:1336.00 9:1.00
159895 1:20.00 2:43.00 3:3182.00 4:2007.00 5:16.00 6:0.00 7:1266.00 8:0.00 9:0.00
126000 1:90.00 2:75.00 3:10125.00 4:1977.00 5:0.00 6:0.00 7:0.00 8:432.00 9:0.00
125000 1:190.00 2:68.00 3:10880.00 4:1950.00 5:0.00 6:1040.00 7:124.00 8:0.00 9:1.00
117000 1:50.00 2:59.00 3:5310.00 4:2003.00 5:0.00 6:0.00 7:485.00 8:634.00 9:0.00
395192 1:20.00 2:83.00 3:10159.00 4:2010.00 5:450.00 6:1646.00 7:284.00 8:0.00 9:1.00
197000 1:60.00 2:65.00 3:8125.00 4:2006.00 5:0.00 6:0.00 7:770.00 8:798.00 9:0.00
348000 1:60.00 2:82.00 3:9452.00 4:1998.00 5:423.00 6:1074.00 7:322.00 8:985.00 9:1.00
168000 1:70.00 2:121.00 3:17671.00 4:1986.00 5:0.00 6:216.00 7:700.00 8:826.00 9:0.00
187000 1:60.00 2:80.00 3:9760.00 4:1993.00 5:340.00 6:536.00 7:169.00 8:831.00 9:0.00
173900 1:60.00 2:68.00 3:8846.00 4:2006.00 5:0.00 6:0.00 7:750.00 8:750.00 9:0.00
337500 1:20.00 2:96.00 3:12456.00 4:2007.00 5:230.00 6:1172.00 7:528.00 8:0.00 9:1.00
121600 1:50.00 2:51.00 3:4712.00 4:1950.00 5:0.00 6:384.00 7:363.00 8:456.00 9:1.00
91000 1:30.00 2:60.00 3:9786.00 4:1950.00 5:0.00 6:0.00 7:1007.00 8:0.00 9:0.00
206000 1:20.00 2:64.00 3:6762.00 4:2006.00 5:24.00 6:686.00 7:501.00 8:0.00 9:1.00
82000 1:20.00 2:74.00 3:10206.00 4:1952.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
86000 1:30.00 2:60.00 3:5400.00 4:1950.00 5:0.00 6:0.00 7:691.00 8:0.00 9:0.00
232000 1:20.00 2:75.00 3:11957.00 4:2006.00 5:53.00 6:24.00 7:1550.00 8:0.00 9:0.00
181000 1:120.00 2:43.00 3:3182.00 4:2006.00 5:16.00 6:16.00 7:1330.00 8:0.00 9:0.00
149900 1:80.00 2:65.00 3:8385.00 4:1977.00 5:220.00 6:595.00 7:390.00 8:0.00 9:0.00
88000 1:160.00 2:21.00 3:2217.00 4:1970.00 5:0.00 6:273.00 7:0.00 8:546.00 9:0.00
240000 1:20.00 2:43.00 3:12118.00 4:2005.00 5:108.00 6:0.00 7:1710.00 8:0.00 9:0.00
135000 1:50.00 2:115.00 3:21286.00 4:1950.00 5:0.00 6:0.00 7:720.00 8:551.00 9:0.00
165000 1:70.00 2:55.00 3:10592.00 4:1996.00 5:0.00 6:0.00 7:602.00 8:602.00 9:0.00
85000 1:30.00 2:60.00 3:7200.00 4:2006.00 5:0.00 6:247.00 7:310.00 8:0.00 9:1.00
119200 1:20.00 2:60.00 3:11664.00 4:1950.00 5:206.00 6:336.00 7:746.00 8:0.00 9:0.00
227000 1:60.00 2:70.00 3:8400.00 4:2001.00 5:0.00 6:643.00 7:167.00 8:855.00 9:1.00
203000 1:20.00 2:73.00 3:11883.00 4:1996.00 5:196.00 6:690.00 7:814.00 8:0.00 9:1.00
213490 1:120.00 2:43.00 3:3013.00 4:2005.00 5:145.00 6:16.00 7:1346.00 8:0.00 9:0.00
176000 1:20.00 2:60.00 3:7024.00 4:2005.00 5:0.00 6:1024.00 7:108.00 8:0.00 9:1.00
194000 1:20.00 2:64.00 3:7406.00 4:2006.00 5:84.00 6:684.00 7:515.00 8:0.00 9:1.00
87000 1:50.00 2:52.00 3:9439.00 4:1950.00 5:0.00 6:324.00 7:588.00 8:336.00 9:0.00
191000 1:120.00 2:43.00 3:3182.00 4:2006.00 5:14.00 6:16.00 7:1330.00 8:0.00 9:0.00
112500 1:20.00 2:70.00 3:7700.00 4:1972.00 5:0.00 6:138.00 7:276.00 8:0.00 9:1.00
167500 1:20.00 2:73.00 3:9300.00 4:1960.00 5:324.00 6:697.00 7:571.00 8:0.00 9:1.00
293077 1:20.00 2:71.00 3:9520.00 4:2008.00 5:338.00 6:1513.00 7:125.00 8:0.00 9:1.00
105000 1:50.00 2:79.00 3:9492.00 4:1950.00 5:0.00 6:368.00 7:359.00 8:408.00 9:1.00
118000 1:160.00 2:21.00 3:1680.00 4:1972.00 5:281.00 6:317.00 7:355.00 8:546.00 9:0.00
197000 1:75.00 2:102.00 3:15863.00 4:1970.00 5:0.00 6:523.00 7:301.00 8:998.00 9:1.00
119750 1:30.00 2:50.00 3:6305.00 4:1950.00 5:0.00 6:0.00 7:920.00 8:0.00 9:0.00
315500 1:20.00 2:89.00 3:12898.00 4:2008.00 5:70.00 6:1022.00 7:598.00 8:0.00 9:1.00
80000 1:180.00 2:21.00 3:1477.00 4:1970.00 5:0.00 6:509.00 7:121.00 8:0.00 9:1.00
155000 1:20.00 2:88.00 3:13125.00 4:2000.00 5:67.00 6:168.00 7:284.00 8:0.00 9:1.00
196000 1:120.00 2:34.00 3:5381.00 4:2005.00 5:135.00 6:900.00 7:406.00 8:0.00 9:1.00
262280 1:60.00 2:86.00 3:11839.00 4:1990.00 5:99.00 6:1085.00 7:390.00 8:797.00 9:1.00
278000 1:20.00 2:80.00 3:9600.00 4:1981.00 5:0.00 6:1104.00 7:1420.00 8:0.00 9:1.00
556581 1:60.00 2:85.00 3:16056.00 4:2006.00 5:208.00 6:240.00 7:1752.00 8:876.00 9:0.00
145000 1:20.00 2:57.00 3:9245.00 4:1995.00 5:0.00 6:686.00 7:304.00 8:0.00 9:0.00
115000 1:20.00 2:100.00 3:21750.00 4:2006.00 5:75.00 6:0.00 7:0.00 8:0.00 9:0.00
84900 1:20.00 2:60.00 3:11100.00 4:2006.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
176485 1:20.00 2:73.00 3:8993.00 4:2007.00 5:0.00 6:0.00 7:1302.00 8:0.00 9:0.00
200141 1:20.00 2:103.00 3:11175.00 4:2007.00 5:0.00 6:0.00 7:1316.00 8:0.00 9:0.00
165000 1:60.00 2:100.00 3:9500.00 4:1978.00 5:272.00 6:442.00 7:374.00 8:850.00 9:0.00
144500 1:20.00 2:68.00 3:8562.00 4:2002.00 5:145.00 6:383.00 7:833.00 8:0.00 9:0.00
255000 1:60.00 2:90.00 3:11367.00 4:2002.00 5:210.00 6:932.00 7:133.00 8:898.00 9:1.00
180000 1:20.00 2:104.00 3:11361.00 4:1976.00 5:160.00 6:644.00 7:549.00 8:0.00 9:0.00
185850 1:120.00 2:43.00 3:7052.00 4:2005.00 5:240.00 6:659.00 7:705.00 8:0.00 9:1.00
335000 1:60.00 2:96.00 3:11308.00 4:2008.00 5:154.00 6:936.00 7:168.00 8:1054.00 9:1.00
213500 1:120.00 2:41.00 3:4920.00 4:2001.00 5:0.00 6:616.00 7:722.00 8:0.00 9:1.00
81000 1:30.00 2:120.00 3:18000.00 4:1950.00 5:0.00 6:0.00 7:894.00 8:0.00 9:0.00
90000 1:190.00 2:85.00 3:13600.00 4:1950.00 5:0.00 6:0.00 7:662.00 8:915.00 9:0.00
110500 1:30.00 2:50.00 3:6000.00 4:1980.00 5:0.00 6:397.00 7:706.00 8:0.00 9:0.00
328000 1:60.00 2:80.00 3:14000.00 4:1997.00 5:0.00 6:1201.00 7:105.00 8:954.00 9:1.00
178000 1:60.00 2:59.00 3:7837.00 4:1994.00 5:0.00 6:0.00 7:799.00 8:772.00 9:0.00
167900 1:60.00 2:80.00 3:9760.00 4:1964.00 5:360.00 6:674.00 7:0.00 8:813.00 9:1.00
151400 1:160.00 2:42.00 3:3964.00 4:1973.00 5:0.00 6:837.00 7:105.00 8:1230.00 9:1.00
135000 1:45.00 2:60.00 3:9600.00 4:2003.00 5:0.00 6:220.00 7:625.00 8:0.00 9:0.00
135000 1:20.00 2:72.00 3:10152.00 4:1956.00 5:120.00 6:586.00 7:462.00 8:0.00 9:1.00
154000 1:60.00 2:78.00 3:11700.00 4:1968.00 5:0.00 6:298.00 7:429.00 8:727.00 9:0.00
91500 1:50.00 2:50.00 3:7585.00 4:1950.00 5:0.00 6:0.00 7:810.00 8:454.00 9:1.00
159500 1:60.00 2:75.00 3:7950.00 4:1977.00 5:140.00 6:535.00 7:155.00 8:728.00 9:0.00
194000 1:20.00 2:74.00 3:8556.00 4:2006.00 5:0.00 6:0.00 7:1240.00 8:0.00 9:0.00
219500 1:70.00 2:75.00 3:13125.00 4:1984.00 5:0.00 6:410.00 7:390.00 8:780.00 9:0.00
170000 1:50.00 2:60.00 3:10800.00 4:1989.00 5:0.00 6:626.00 7:170.00 8:370.00 9:0.00
155900 1:120.00 2:37.00 3:4435.00 4:2004.00 5:169.00 6:662.00 7:186.00 8:0.00 9:1.00
126000 1:20.00 2:65.00 3:8775.00 4:1994.00 5:0.00 6:495.00 7:495.00 8:0.00 9:0.00
145000 1:20.00 2:80.00 3:11040.00 4:2004.00 5:144.00 6:656.00 7:602.00 8:0.00 9:0.00
133000 1:20.00 2:75.00 3:7500.00 4:1963.00 5:0.00 6:824.00 7:216.00 8:0.00 9:1.00
192000 1:20.00 2:70.00 3:8749.00 4:2002.00 5:100.00 6:0.00 7:1459.00 8:0.00 9:0.00
160000 1:20.00 2:80.00 3:8800.00 4:1964.00 5:425.00 6:553.00 7:698.00 8:0.00 9:1.00
147000 1:85.00 2:73.00 3:9069.00 4:1992.00 5:0.00 6:747.00 7:189.00 8:0.00 9:1.00
252000 1:60.00 2:85.00 3:10574.00 4:2006.00 5:0.00 6:0.00 7:1082.00 8:871.00 9:0.00
137500 1:160.00 2:24.00 3:2522.00 4:2004.00 5:50.00 6:0.00 7:970.00 8:739.00 9:0.00
197000 1:120.00 2:37.00 3:3316.00 4:2005.00 5:0.00 6:1039.00 7:208.00 8:0.00 9:1.00
92900 1:90.00 2:60.00 3:8544.00 4:1950.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
160000 1:160.00 2:24.00 3:2160.00 4:2000.00 5:212.00 6:510.00 7:90.00 8:628.00 9:1.00
136500 1:50.00 2:60.00 3:8400.00 4:1950.00 5:0.00 6:423.00 7:758.00 8:304.00 9:0.00
146000 1:20.00 2:71.00 3:9230.00 4:1998.00 5:166.00 6:661.00 7:203.00 8:0.00 9:1.00
129000 1:20.00 2:74.00 3:5868.00 4:2000.00 5:0.00 6:248.00 7:448.00 8:0.00 9:1.00
176432 1:20.00 2:78.00 3:9317.00 4:2006.00 5:0.00 6:24.00 7:1290.00 8:0.00 9:0.00
128000 1:50.00 2:50.00 3:6000.00 4:1950.00 5:0.00 6:672.00 7:0.00 8:567.00 9:0.00
157000 1:20.00 2:82.00 3:11880.00 4:1978.00 5:206.00 6:704.00 7:567.00 8:0.00 9:0.00
60000 1:30.00 2:60.00 3:8400.00 4:1950.00 5:0.00 6:290.00 7:0.00 8:0.00 9:0.00
119500 1:20.00 2:61.00 3:9758.00 4:1971.00 5:0.00 6:412.00 7:251.00 8:0.00 9:0.00
135000 1:20.00 2:70.00 3:7000.00 4:2002.00 5:45.00 6:588.00 7:422.00 8:0.00 9:0.00
159500 1:20.00 2:79.00 3:8910.00 4:1959.00 5:0.00 6:655.00 7:0.00 8:0.00 9:0.00
106000 1:160.00 2:24.00 3:2016.00 4:1970.00 5:304.00 6:0.00 7:630.00 8:672.00 9:0.00
325000 1:60.00 2:98.00 3:12256.00 4:1995.00 5:362.00 6:1032.00 7:431.00 8:1122.00 9:1.00
179900 1:20.00 2:114.00 3:10357.00 4:1991.00 5:0.00 6:738.00 7:172.00 8:0.00 9:1.00
274725 1:60.00 2:168.00 3:23257.00 4:2006.00 5:0.00 6:0.00 7:868.00 8:1134.00 9:0.00
280000 1:20.00 2:107.00 3:11362.00 4:2005.00 5:42.00 6:1039.00 7:797.00 8:0.00 9:1.00
205000 1:60.00 2:80.00 3:10480.00 4:1976.00 5:660.00 6:403.00 7:400.00 8:866.00 9:0.00
129900 1:20.00 2:73.00 3:7100.00 4:1957.00 5:0.00 6:708.00 7:108.00 8:0.00 9:1.00
134500 1:20.00 2:66.00 3:8923.00 4:2006.00 5:0.00 6:643.00 7:365.00 8:0.00 9:1.00
117000 1:20.00 2:90.00 3:5400.00 4:2000.00 5:0.00 6:415.00 7:418.00 8:0.00 9:0.00
318000 1:20.00 2:93.00 3:12085.00 4:2007.00 5:328.00 6:1004.00 7:730.00 8:0.00 9:1.00
130000 1:20.00 2:57.00 3:9764.00 4:2003.00 5:0.00 6:702.00 7:192.00 8:0.00 9:1.00
140000 1:80.00 2:85.00 3:13825.00 4:1987.00 5:0.00 6:0.00 7:533.00 8:580.00 9:0.00
133700 1:20.00 2:70.00 3:7560.00 4:1959.00 5:0.00 6:369.00 7:671.00 8:0.00 9:0.00
118400 1:30.00 2:59.00 3:8263.00 4:1950.00 5:0.00 6:0.00 7:1012.00 8:0.00 9:0.00
212900 1:20.00 2:84.00 3:10084.00 4:2006.00 5:196.00 6:24.00 7:1528.00 8:0.00 9:0.00
115000 1:20.00 2:60.00 3:10434.00 4:1955.00 5:0.00 6:0.00 7:1005.00 8:0.00 9:0.00
174000 1:120.00 2:53.00 3:3684.00 4:2007.00 5:130.00 6:0.00 7:1373.00 8:0.00 9:0.00
259000 1:20.00 2:182.00 3:14572.00 4:2004.00 5:0.00 6:1300.00 7:230.00 8:0.00 9:1.00
215000 1:60.00 2:59.00 3:11796.00 4:2005.00 5:0.00 6:0.00 7:847.00 8:1112.00 9:0.00
140000 1:90.00 2:60.00 3:7200.00 4:1980.00 5:180.00 6:936.00 7:0.00 8:0.00 9:1.00
135000 1:50.00 2:65.00 3:7804.00 4:1950.00 5:0.00 6:622.00 7:500.00 8:653.00 9:1.00
117500 1:70.00 2:90.00 3:9900.00 4:1950.00 5:0.00 6:0.00 7:1008.00 8:1032.00 9:0.00
239500 1:60.00 2:80.00 3:9828.00 4:1995.00 5:0.00 6:584.00 7:544.00 8:878.00 9:0.00
169000 1:60.00 2:57.00 3:8773.00 4:1997.00 5:0.00 6:0.00 7:916.00 8:684.00 9:0.00
102000 1:30.00 2:60.00 3:6180.00 4:1950.00 5:0.00 6:0.00 7:960.00 8:0.00 9:0.00
119000 1:50.00 2:80.00 3:9600.00 4:1950.00 5:0.00 6:280.00 7:752.00 8:220.00 9:0.00
144000 1:30.00 2:98.00 3:8731.00 4:1950.00 5:0.00 6:645.00 7:270.00 8:0.00 9:0.00
139000 1:20.00 2:60.00 3:7350.00 4:1951.00 5:0.00 6:852.00 7:100.00 8:0.00 9:1.00
424870 1:60.00 2:77.00 3:9965.00 4:2007.00 5:340.00 6:1150.00 7:316.00 8:1362.00 9:1.00
80000 1:190.00 2:60.00 3:12180.00 4:1950.00 5:0.00 6:348.00 7:324.00 8:252.00 9:1.00
149000 1:50.00 2:52.00 3:6240.00 4:1950.00 5:0.00 6:0.00 7:1042.00 8:534.00 9:0.00
174500 1:70.00 2:75.00 3:12000.00 4:1950.00 5:0.00 6:275.00 7:429.00 8:704.00 9:0.00
143000 1:70.00 2:50.00 3:9000.00 4:1988.00 5:0.00 6:624.00 7:26.00 8:650.00 9:0.00
124000 1:20.00 2:57.00 3:8280.00 4:1950.00 5:0.00 6:0.00 7:932.00 8:0.00 9:0.00
149900 1:20.00 2:134.00 3:17755.00 4:1959.00 5:132.00 6:176.00 7:1290.00 8:0.00 9:0.00
230000 1:20.00 2:90.00 3:14115.00 4:2004.00 5:0.00 6:296.00 7:230.00 8:0.00 9:0.00
218000 1:20.00 2:90.00 3:10768.00 4:2004.00 5:0.00 6:1157.00 7:280.00 8:0.00 9:1.00
179900 1:80.00 2:85.00 3:9350.00 4:1999.00 5:0.00 6:633.00 7:586.00 8:0.00 9:0.00
230000 1:120.00 2:34.00 3:5001.00 4:2008.00 5:166.00 6:904.00 7:410.00 8:0.00 9:1.00
235128 1:20.00 2:92.00 3:11932.00 4:2008.00 5:186.00 6:0.00 7:1580.00 8:0.00 9:0.00
185000 1:60.00 2:76.00 3:9120.00 4:1974.00 5:270.00 6:442.00 7:459.00 8:933.00 9:0.00
146000 1:160.00 2:24.00 3:2280.00 4:1978.00 5:0.00 6:311.00 7:544.00 8:601.00 9:0.00
129000 1:20.00 2:109.00 3:8724.00 4:1968.00 5:0.00 6:492.00 7:402.00 8:0.00 9:0.00
108959 1:90.00 2:60.00 3:12900.00 4:1969.00 5:0.00 6:1198.00 7:0.00 8:0.00 9:2.00
233170 1:20.00 2:79.00 3:9541.00 4:2009.00 5:268.00 6:0.00 7:1502.00 8:0.00 9:0.00
245350 1:20.00 2:64.00 3:10475.00 4:2008.00 5:72.00 6:0.00 7:1694.00 8:0.00 9:0.00
173000 1:60.00 2:58.00 3:10852.00 4:2000.00 5:0.00 6:786.00 7:173.00 8:712.00 9:1.00
235000 1:70.00 2:120.00 3:13728.00 4:1986.00 5:0.00 6:626.00 7:501.00 8:872.00 9:0.00
625000 1:60.00 2:118.00 3:35760.00 4:1996.00 5:1378.00 6:1387.00 7:543.00 8:1796.00 9:1.00
171000 1:80.00 2:76.00 3:9880.00 4:1977.00 5:0.00 6:522.00 7:574.00 8:0.00 9:1.00
163000 1:20.00 2:76.00 3:9120.00 4:1958.00 5:0.00 6:662.00 7:599.00 8:0.00 9:1.00
171900 1:160.00 2:35.00 3:4017.00 4:2007.00 5:0.00 6:0.00 7:625.00 8:625.00 9:0.00
239000 1:70.00 2:80.00 3:16560.00 4:1950.00 5:0.00 6:503.00 7:449.00 8:1175.00 9:0.00
285000 1:50.00 2:85.00 3:10678.00 4:2000.00 5:337.00 6:700.00 7:983.00 8:743.00 9:0.00
119500 1:20.00 2:37.00 3:6951.00 4:1985.00 5:0.00 6:658.00 7:218.00 8:0.00 9:1.00
154900 1:50.00 2:54.00 3:7681.00 4:1950.00 5:0.00 6:0.00 7:731.00 8:523.00 9:0.00
392500 1:120.00 2:64.00 3:5587.00 4:2008.00 5:186.00 6:1480.00 7:120.00 8:0.00 9:1.00
745000 1:60.00 2:160.00 3:15623.00 4:1996.00 5:0.00 6:2096.00 7:300.00 8:2065.00 9:1.00
120000 1:30.00 2:60.00 3:10800.00 4:1950.00 5:0.00 6:821.00 7:299.00 8:0.00 9:1.00
186700 1:20.00 2:50.00 3:35133.00 4:1963.00 5:226.00 6:1159.00 7:413.00 8:0.00 9:1.00
104900 1:50.00 2:60.00 3:9738.00 4:1950.00 5:0.00 6:392.00 7:392.00 8:272.00 9:1.00
95000 1:190.00 2:107.00 3:10615.00 4:1970.00 5:0.00 6:440.00 7:538.00 8:685.00 9:1.00
262000 1:20.00 2:89.00 3:12461.00 4:1995.00 5:0.00 6:1456.00 7:168.00 8:0.00 9:1.00
195000 1:60.00 2:68.00 3:8935.00 4:2002.00 5:95.00 6:0.00 7:831.00 8:829.00 9:0.00
189000 1:60.00 2:60.00 3:7500.00 4:1999.00 5:0.00 6:0.00 7:994.00 8:776.00 9:0.00
174000 1:160.00 2:24.00 3:2645.00 4:2000.00 5:456.00 6:0.00 7:776.00 8:677.00 9:0.00
125000 1:50.00 2:60.00 3:9600.00 4:1994.00 5:0.00 6:0.00 7:702.00 8:630.00 9:0.00
158000 1:60.00 2:80.00 3:9364.00 4:1969.00 5:143.00 6:371.00 7:292.00 8:689.00 9:0.00
176000 1:60.00 2:51.00 3:8029.00 4:2005.00 5:0.00 6:0.00 7:728.00 8:728.00 9:0.00
219210 1:60.00 2:58.00 3:14054.00 4:2006.00 5:0.00 6:0.00 7:879.00 8:984.00 9:0.00
144000 1:75.00 2:65.00 3:8850.00 4:1950.00 5:0.00 6:0.00 7:815.00 8:875.00 9:0.00
178000 1:20.00 2:70.00 3:9100.00 4:2001.00 5:0.00 6:0.00 7:1212.00 8:0.00 9:0.00
148000 1:20.00 2:75.00 3:11235.00 4:1979.00 5:51.00 6:547.00 7:504.00 8:0.00 9:0.00
116050 1:20.00 2:71.00 3:9353.00 4:1970.00 5:0.00 6:0.00 7:864.00 8:0.00 9:0.00
197900 1:60.00 2:80.00 3:10400.00 4:1998.00 5:0.00 6:0.00 7:866.00 8:913.00 9:0.00
117000 1:50.00 2:50.00 3:6000.00 4:1997.00 5:0.00 6:0.00 7:884.00 8:464.00 9:1.00
213000 1:20.00 2:75.00 3:9750.00 4:2001.00 5:171.00 6:0.00 7:1630.00 8:0.00 9:0.00
153500 1:20.00 2:78.00 3:10140.00 4:1975.00 5:0.00 6:788.00 7:268.00 8:0.00 9:1.00
271900 1:20.00 2:90.00 3:14684.00 4:1991.00 5:234.00 6:485.00 7:1496.00 8:0.00 9:0.00
200000 1:20.00 2:70.00 3:9135.00 4:2003.00 5:120.00 6:340.00 7:1342.00 8:0.00 9:1.00
140000 1:20.00 2:70.00 3:7763.00 4:1980.00 5:0.00 6:504.00 7:319.00 8:0.00 9:1.00
290000 1:20.00 2:85.00 3:10182.00 4:2006.00 5:420.00 6:1220.00 7:440.00 8:0.00 9:1.00
189000 1:60.00 2:70.00 3:11218.00 4:1992.00 5:0.00 6:0.00 7:1055.00 8:790.00 9:0.00
164000 1:50.00 2:152.00 3:12134.00 4:2005.00 5:0.00 6:427.00 7:132.00 8:672.00 9:0.00
